patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used,n_nodes_used,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_edge_length,total_edge_length,circuity
chennai_0221,chennai,221,12.986126,80.210808,414011.76,1435333.9,414811.76,1436133.9,EPSG:32644,426,146,146,8,125,0.8562,2.422645,0.676052,2.534139,0.707165,0.777533,314,125,70,28,0.088,0.56,0.224,65.92,10349.5,1.035679
orlando_0681,orlando,681,28.608866,-81.363381,464074.2,3164306.54,464874.2,3165106.54,EPSG:32617,972,308,308,5,301,0.9773,2.454127,0.684837,2.640588,0.73687,0.763812,848,301,173,44,0.199336,0.574751,0.146179,42.03,18071.29,1.08663
cairo_0028,cairo,28,30.080213,31.233448,329343.78,3328589.41,330143.78,3329389.41,EPSG:32636,1242,396,396,3,321,0.8106,2.338708,0.652629,2.287243,0.638267,0.812111,908,321,194,43,0.180685,0.604361,0.133956,37.65,17167.9,1.006094
miami_0053,miami,53,25.777832,-80.242712,575530.94,2850898.73,576330.94,2851698.73,EPSG:32617,1086,344,344,4,334,0.9709,2.314115,0.645766,1.987959,0.55475,0.821688,942,334,148,64,0.284431,0.443114,0.191617,37.45,17639.1,1.036518
orlando_0741,orlando,741,28.55114,-81.346826,465674.2,3157906.54,466474.2,3158706.54,EPSG:32617,1552,512,512,3,507,0.9902,2.305668,0.643409,2.403397,0.670681,0.824921,1422,507,281,88,0.207101,0.554241,0.17357,34.02,24255.46,1.060986
hanoi_2772,hanoi,2772,20.728768,105.781338,580951.27,2291926.51,581751.27,2292726.51,EPSG:32648,108,34,34,2,33,0.9706,2.37389,0.662447,2.498201,0.697136,0.797973,78,33,15,7,0.060606,0.454545,0.212121,104.33,4068.98,1.007389
hanoi_3973,hanoi,3973,21.024664,105.875249,590551.27,2324726.51,591351.27,2325526.51,EPSG:32648,322,114,114,4,111,0.9737,2.43524,0.679567,2.522806,0.704003,0.772094,280,111,67,27,0.081081,0.603604,0.243243,65.23,9131.96,1.042104
chicago_0601,chicago,601,41.863764,-87.65657,445108.44,4634458.65,445908.44,4635258.65,EPSG:32616,2528,813,813,3,809,0.9951,2.453887,0.68477,2.339229,0.652774,0.763919,2392,809,457,111,0.255871,0.564895,0.137206,27.05,32465.11,1.022912
cleveland_0174,cleveland,174,41.48769,-81.729432,438707.88,4592754.41,439507.88,4593554.41,EPSG:32617,1324,411,411,5,397,0.9659,2.471242,0.689613,2.373455,0.662325,0.75618,1176,397,180,59,0.329975,0.453401,0.148615,38.62,23018.09,1.04701
tbilisi_0239,tbilisi,239,41.786996,44.760218,479675.7,4625754.86,480475.7,4626554.86,EPSG:32638,708,242,242,1,242,1.0,2.33941,0.652825,2.383976,0.665261,0.811833,640,242,138,51,0.132231,0.570248,0.210744,44.64,14374.04,1.059206
portland_0486,portland,486,45.536897,-122.544585,535156.84,5042296.47,535956.84,5043096.47,EPSG:32610,960,300,300,4,296,0.9867,2.266487,0.632475,2.162668,0.603504,0.839525,828,296,164,49,0.199324,0.554054,0.165541,29.98,12412.66,1.033325
lasvegas_0356,lasvegas,356,36.160787,-115.224834,659273.93,4002842.16,660073.93,4003642.16,EPSG:32611,806,272,272,6,261,0.9596,2.414277,0.673717,2.206418,0.615713,0.781111,662,261,111,71,0.199234,0.425287,0.272031,52.27,17720.61,1.135365
phoenix_1753,phoenix,1753,33.612426,-111.94667,411780.48,3719185.52,412580.48,3719985.52,EPSG:32612,556,174,174,5,169,0.9713,2.290495,0.639175,2.305185,0.643274,0.830652,454,169,83,32,0.195266,0.491124,0.189349,60.66,13892.13,1.190175
saltlakecity_0118,saltlakecity,118,40.794545,-111.935188,420705.06,4515970.75,421505.06,4516770.75,EPSG:32612,768,250,250,7,244,0.976,2.373997,0.662476,1.997787,0.557493,0.797929,678,244,140,36,0.17623,0.57377,0.147541,48.06,16290.86,1.092663
hanoi_3415,hanoi,3415,21.154994,105.829783,585751.27,2339126.51,586551.27,2339926.51,EPSG:32648,496,186,186,2,185,0.9946,2.342646,0.653728,2.269506,0.633318,0.810554,454,185,114,47,0.048649,0.616216,0.254054,57.26,13113.26,1.019088
minneapolis_0187,minneapolis,187,44.952084,-93.35216,471821.29,4977287.85,472621.29,4978087.85,EPSG:32615,578,162,162,3,158,0.9753,2.408536,0.672115,1.979514,0.552394,0.783549,482,158,75,17,0.341772,0.474684,0.107595,66.23,15961.96,1.014714
phoenix_1540,phoenix,1540,33.626517,-111.989948,407780.48,3720785.52,408580.48,3721585.52,EPSG:32612,1058,304,304,1,304,1.0,2.429257,0.677897,2.44761,0.683019,0.774686,942,304,155,24,0.335526,0.509868,0.078947,46.68,22077.88,1.203675
denver_0319,denver,319,39.714175,-104.918592,506577.82,4395637.36,507377.82,4396437.36,EPSG:32613,696,192,192,2,191,0.9948,2.357849,0.65797,2.202834,0.614713,0.804483,614,191,95,11,0.387435,0.497382,0.057592,41.44,12723.26,1.012963
hanoi_2480,hanoi,2480,20.685503,105.758073,578551.27,2287126.51,579351.27,2287926.51,EPSG:32648,160,52,52,3,47,0.9038,2.288943,0.638742,2.386749,0.666035,0.831233,110,47,20,12,0.085106,0.425532,0.255319,102.47,5636.1,1.025492
houston_0337,houston,337,29.723886,-95.468009,260872.3,3290340.6,261672.3,3291140.6,EPSG:32615,604,195,195,8,161,0.8256,2.307934,0.644041,2.218161,0.61899,0.824056,462,161,93,23,0.223602,0.57764,0.142857,50.02,11754.32,1.114651
phoenix_0384,phoenix,384,33.495242,-112.152074,392580.48,3706385.52,393380.48,3707185.52,EPSG:32612,652,218,218,5,208,0.9541,2.271662,0.633919,2.531582,0.706452,0.837633,560,208,148,34,0.052885,0.711538,0.163462,44.61,12580.0,1.144953
fez_0013,fez,13,33.988446,-5.055335,309753.18,3762378.89,310553.18,3763178.89,EPSG:32630,562,162,162,2,161,0.9938,2.270234,0.633521,2.409029,0.672252,0.838156,500,161,101,3,0.248447,0.627329,0.018634,44.11,11028.16,1.016607
cleveland_0200,cleveland,200,41.458989,-81.709952,440307.88,4589554.41,441107.88,4590354.41,EPSG:32617,1120,303,303,5,292,0.9637,2.254708,0.629188,1.901858,0.530723,0.843791,960,292,130,16,0.44863,0.445205,0.054795,42.63,20462.37,1.012536
portland_0164,portland,164,45.580637,-122.708302,522356.84,5047096.47,523156.84,5047896.47,EPSG:32610,444,130,130,1,130,1.0,2.304398,0.643054,2.165,0.604155,0.825404,374,130,80,10,0.169231,0.615385,0.076923,69.68,13030.02,1.045038
vancouver_0158,vancouver,158,49.261691,-123.06446,494909.99,5456149.41,495709.99,5456949.41,EPSG:32610,1586,505,505,2,504,0.998,2.317508,0.646713,2.061185,0.575185,0.820382,1446,504,251,89,0.27381,0.498016,0.176587,35.21,25453.66,1.019198
adelaide_0209,adelaide,209,-34.834066,138.504443,271392.29,6142118.26,272192.29,6142918.26,EPSG:32754,160,43,43,4,39,0.907,2.45565,0.685262,2.173182,0.606438,0.763138,118,39,19,1,0.282051,0.487179,0.025641,61.4,3622.59,1.022784
denver_0494,denver,494,39.786091,-104.787705,517777.82,4403637.36,518577.82,4404437.36,EPSG:32613,546,209,209,1,209,1.0,2.307948,0.644045,2.311607,0.645066,0.824051,514,209,120,61,0.090909,0.574163,0.291866,26.37,6830.61,1.033733
cleveland_0112,cleveland,112,41.45862,-81.767422,435507.88,4589554.41,436307.88,4590354.41,EPSG:32617,1138,308,308,2,307,0.9968,2.267811,0.632845,2.015771,0.562511,0.839042,1000,307,143,10,0.413681,0.465798,0.032573,49.19,24694.6,1.015456
detroit_0182,detroit,182,42.237965,-83.163894,321056.5,4678064.74,321856.5,4678864.74,EPSG:32617,948,258,258,5,248,0.9612,2.296318,0.6408,2.358325,0.658103,0.828464,824,248,96,15,0.5,0.387097,0.060484,50.88,21063.0,1.036303
orlando_0805,orlando,805,28.507854,-81.330334,467274.2,3153106.54,468074.2,3153906.54,EPSG:32617,316,101,101,5,96,0.9505,2.355177,0.657225,2.523216,0.704117,0.805556,256,96,38,21,0.239583,0.395833,0.21875,66.57,8787.88,1.114607
tehran_0433,tehran,433,35.694832,51.367839,532879.81,3949764.0,533679.81,3950564.0,EPSG:32639,1082,425,425,13,409,0.9624,2.424002,0.676431,2.374557,0.662633,0.776951,954,409,208,136,0.07824,0.508557,0.332518,40.46,19297.19,1.020747
tehran_0783,tehran,783,35.708921,51.465186,541679.81,3951364.0,542479.81,3952164.0,EPSG:32639,926,370,370,8,361,0.9757,2.357615,0.657905,2.279094,0.635993,0.804577,800,361,175,137,0.055402,0.484765,0.379501,40.96,16383.5,1.01889
denver_0200,denver,200,39.750241,-104.974579,501777.82,4399637.36,502577.82,4400437.36,EPSG:32613,2208,692,692,5,688,0.9942,2.306859,0.643741,2.132294,0.595028,0.824466,2016,688,281,129,0.343023,0.40843,0.1875,31.04,31409.33,1.015859
orlando_0654,orlando,654,28.413895,-81.362713,464074.2,3142706.54,464874.2,3143506.54,EPSG:32617,136,46,46,2,45,0.9783,2.269852,0.633414,2.243219,0.625982,0.838296,108,45,21,12,0.111111,0.466667,0.266667,93.23,5220.88,1.11071
chennai_0069,chennai,69,13.051112,80.173712,410011.76,1442533.9,410811.76,1443333.9,EPSG:32644,430,160,160,12,149,0.9313,2.429344,0.677921,2.401406,0.670125,0.774648,358,149,75,43,0.09396,0.503356,0.288591,66.54,11910.25,1.03726
minneapolis_0464,minneapolis,464,45.009941,-93.261146,479021.29,4983687.85,479821.29,4984487.85,EPSG:32615,1222,403,403,6,398,0.9876,2.43765,0.680239,1.80195,0.502844,0.771045,1090,398,220,75,0.188442,0.552764,0.188442,39.04,21355.07,1.011439
tehran_0142,tehran,142,35.666276,51.252799,522479.81,3946564.0,523279.81,3947364.0,EPSG:32639,214,80,80,5,65,0.8125,2.271484,0.63387,2.375931,0.663016,0.837698,148,65,35,21,0.030769,0.538462,0.323077,40.25,2978.85,1.038502
lasvegas_0316,lasvegas,316,36.146501,-115.234047,658473.93,4001242.16,659273.93,4002042.16,EPSG:32611,706,224,224,2,223,0.9955,2.427239,0.677334,2.456727,0.685563,0.775557,622,223,138,27,0.147982,0.618834,0.121076,49.12,15373.09,1.128602
detroit_0343,detroit,343,42.30367,-83.117617,325056.5,4685264.74,325856.5,4686064.74,EPSG:32617,712,208,208,3,205,0.9856,2.320536,0.647558,2.261808,0.63117,0.819212,610,205,83,25,0.346341,0.404878,0.121951,46.72,14250.12,1.035536
tehran_0404,tehran,404,35.680432,51.358932,532079.81,3948164.0,532879.81,3948964.0,EPSG:32639,1382,552,552,12,532,0.9638,2.624308,0.732327,2.653551,0.740488,0.682531,1226,532,267,190,0.077068,0.50188,0.357143,33.35,20445.63,1.007808
kyoto_0364,kyoto,364,35.043141,135.748777,567891.91,3877683.52,568691.91,3878483.52,EPSG:32653,1550,475,476,5,469,0.9853,2.571117,0.717484,2.528191,0.705505,0.709224,1380,469,238,60,0.28145,0.507463,0.127932,35.08,24203.73,1.030831
quito_1363,quito,1363,-0.187175,-78.366641,792729.29,9978889.57,793529.29,9979689.57,EPSG:32717,166,65,65,3,63,0.9692,2.684483,0.749119,2.671353,0.745455,0.650918,128,63,29,27,0.0,0.460317,0.428571,88.19,5644.4,1.012724
detroit_0021,detroit,21,42.359433,-83.216629,317056.5,4691664.74,317856.5,4692464.74,EPSG:32617,374,116,116,4,113,0.9741,2.673095,0.745941,2.273315,0.634381,0.657016,338,113,57,12,0.283186,0.504425,0.106195,44.49,7518.09,1.067928
bangkok_0524,bangkok,524,13.748025,100.465328,658028.23,1519940.91,658828.23,1520740.91,EPSG:32647,480,214,214,11,201,0.9393,2.594329,0.723961,2.620023,0.731131,0.697719,420,201,88,93,0.059701,0.437811,0.462687,49.88,10574.52,1.03118
bangkok_0901,bangkok,901,13.754619,100.56894,669228.23,1520740.91,670028.23,1521540.91,EPSG:32647,560,206,206,9,175,0.8495,2.487228,0.694074,2.454267,0.684876,0.748942,432,175,66,60,0.211429,0.377143,0.342857,48.73,10624.13,1.03007
cleveland_0542,cleveland,542,41.459832,-81.556695,453107.88,4589554.41,453907.88,4590354.41,EPSG:32617,596,158,158,1,158,1.0,2.558775,0.71404,1.893273,0.528328,0.715251,484,158,72,4,0.316456,0.455696,0.025316,71.71,17352.75,1.014985
chennai_0046,chennai,46,13.043855,80.166358,409211.76,1441733.9,410011.76,1442533.9,EPSG:32644,520,185,185,5,181,0.9784,2.640347,0.736803,2.623944,0.732226,0.674251,434,181,92,54,0.093923,0.508287,0.298343,64.85,14071.63,1.025871
brasilia_1413,brasilia,1413,-15.768505,-47.89116,189803.82,8254145.62,190603.82,8254945.62,EPSG:32723,666,215,215,7,206,0.9581,2.657583,0.741613,2.658228,0.741793,0.665236,570,206,140,27,0.11165,0.679612,0.131068,49.69,14260.87,1.051525
toronto_0374,toronto,374,43.732497,-79.405406,628018.93,4842998.1,628818.93,4843798.1,EPSG:32617,898,252,252,3,249,0.9881,2.562914,0.715195,2.14869,0.599603,0.713237,766,249,112,28,0.35743,0.449799,0.11245,44.31,16970.69,1.011569
bogota_0550,bogota,550,4.747473,-74.060403,603801.98,524421.2,604601.98,525221.2,EPSG:32618,896,304,304,8,291,0.9572,2.649724,0.739419,2.695712,0.752253,0.669362,760,291,134,70,0.19244,0.460481,0.24055,38.12,14712.41,1.039083
vienna_0442,vienna,442,48.23834,16.426065,605485.9,5343374.32,606285.9,5344174.32,EPSG:32633,736,273,273,4,255,0.9341,2.613661,0.729356,2.544401,0.710029,0.687968,618,255,119,83,0.141176,0.466667,0.32549,32.41,10014.56,1.027958
toronto_0452,toronto,452,43.710335,-79.366274,631218.93,4840598.1,632018.93,4841398.1,EPSG:32617,1058,326,326,6,320,0.9816,2.57268,0.71792,2.364672,0.659874,0.708457,912,320,145,54,0.284375,0.453125,0.16875,44.76,20499.61,1.021517
brasilia_0814,brasilia,814,-15.817236,-48.026166,175403.82,8248545.62,176203.82,8249345.62,EPSG:32723,164,62,62,8,55,0.8871,2.510428,0.700548,2.367836,0.660757,0.73825,122,55,26,20,0.054545,0.472727,0.363636,88.19,5379.57,1.289771
vancouver_0182,vancouver,182,49.247309,-123.042457,496509.99,5454549.41,497309.99,5455349.41,EPSG:32610,1088,353,353,7,345,0.9773,2.567723,0.716537,2.260099,0.630693,0.710888,950,345,148,78,0.275362,0.428986,0.226087,41.4,19664.65,1.04412
adelaide_0819,adelaide,819,-34.972948,138.59661,280192.29,6126918.26,280992.29,6127718.26,EPSG:32754,212,63,63,3,61,0.9683,2.625232,0.732585,2.359196,0.658346,0.682056,158,61,43,7,0.0,0.704918,0.114754,87.53,6915.11,1.024777
hanoi_3903,hanoi,3903,21.176483,105.868433,589751.27,2341526.51,590551.27,2342326.51,EPSG:32648,238,72,72,3,68,0.9444,2.619858,0.731085,2.763826,0.77126,0.684808,182,68,49,7,0.029412,0.720588,0.102941,60.93,5544.96,1.028875
minneapolis_0236,minneapolis,236,44.872928,-93.331421,473421.29,4968487.85,474221.29,4969287.85,EPSG:32615,692,240,240,3,235,0.9792,2.596364,0.724529,2.512603,0.701155,0.6967,614,235,117,55,0.178723,0.497872,0.234043,49.42,15368.24,1.122549
fez_0009,fez,9,34.031563,-5.065039,308953.18,3767178.89,309753.18,3767978.89,EPSG:32630,398,128,128,2,126,0.9844,2.675684,0.746664,2.726125,0.76074,0.655635,368,126,91,7,0.126984,0.722222,0.055556,56.33,10364.37,1.059492
bengaluru_0569,bengaluru,569,12.903892,77.596296,781341.21,1427533.77,782141.21,1428333.77,EPSG:32643,540,193,193,8,180,0.9326,2.686477,0.749676,2.687179,0.749872,0.649845,446,180,88,50,0.133333,0.488889,0.277778,61.21,13649.08,1.041938
thessaloniki_2759,thessaloniki,2759,40.729267,23.709117,728383.42,4511834.41,729183.42,4512634.41,EPSG:32634,248,84,84,5,80,0.9524,2.506351,0.699411,2.530762,0.706223,0.740145,194,80,45,19,0.05,0.5625,0.2375,92.64,8985.73,1.058186
istanbul_0770,istanbul,770,41.080939,28.273562,606578.59,4548123.45,607378.59,4548923.45,EPSG:32635,114,34,34,2,32,0.9412,2.628075,0.733378,2.612943,0.729156,0.680596,72,32,11,9,0.09375,0.34375,0.28125,113.8,4096.84,1.014698
hanoi_4248,hanoi,4248,21.140184,105.899038,592951.27,2337526.51,593751.27,2338326.51,EPSG:32648,254,81,81,3,78,0.963,2.639513,0.73657,2.750438,0.767524,0.674685,204,78,51,13,0.064103,0.653846,0.166667,87.11,8884.77,1.020475
denver_0284,denver,284,39.771852,-104.937207,504977.82,4402037.36,505777.82,4402837.36,EPSG:32613,442,141,141,5,126,0.8936,2.532188,0.706621,2.470904,0.689519,0.728018,334,126,57,26,0.206349,0.452381,0.206349,46.2,7807.49,1.070499
brasilia_0297,brasilia,297,-15.895299,-48.124365,165003.82,8239745.62,165803.82,8240545.62,EPSG:32723,532,157,157,1,157,1.0,2.515352,0.701922,2.517513,0.702525,0.735952,436,157,108,5,0.063694,0.687898,0.031847,65.05,14310.97,1.091545
toronto_0466,toronto,466,43.659791,-79.357724,632018.93,4834998.1,632818.93,4835798.1,EPSG:32617,1630,568,568,6,562,0.9894,2.656439,0.741293,2.631623,0.734368,0.665838,1432,562,252,159,0.188612,0.448399,0.282918,32.36,23168.55,1.036192
amsterdam_0036,amsterdam,36,52.353562,4.791662,621622.19,5801474.43,622422.19,5802274.43,EPSG:32631,1486,473,473,10,451,0.9535,2.542274,0.709435,2.427191,0.677321,0.723209,1288,451,260,68,0.203991,0.576497,0.150776,35.9,23265.29,1.032033
tehran_0788,tehran,788,35.744985,51.465396,541679.81,3955364.0,542479.81,3956164.0,EPSG:32639,724,270,270,7,245,0.9074,2.66574,0.743889,2.778104,0.775245,0.660926,572,245,122,83,0.069388,0.497959,0.338776,43.97,12574.98,1.019838
lasvegas_0562,lasvegas,562,36.28267,-115.177543,663273.93,4016442.16,664073.93,4017242.16,EPSG:32611,338,99,99,6,93,0.9394,2.641125,0.73702,2.658769,0.741943,0.673847,260,93,55,10,0.16129,0.591398,0.107527,60.22,7949.43,1.049823
toronto_0403,toronto,403,43.645814,-79.387863,629618.93,4833398.1,630418.93,4834198.1,EPSG:32617,2056,673,673,6,665,0.9881,2.491908,0.69538,2.387408,0.666219,0.746803,1852,665,349,131,0.222556,0.524812,0.196992,32.07,29762.5,1.060902
phoenix_1203,phoenix,1203,33.65495,-112.04204,402980.48,3723985.52,403780.48,3724785.52,EPSG:32612,276,97,97,6,80,0.8247,2.524303,0.70442,2.377021,0.66332,0.731748,204,80,42,18,0.125,0.525,0.225,70.95,7237.17,1.126495
houston_0830,houston,830,29.768981,-95.369853,270472.3,3295140.6,271272.3,3295940.6,EPSG:32615,1384,480,480,2,478,0.9958,2.638095,0.736175,2.824992,0.788329,0.67542,1278,478,220,120,0.232218,0.460251,0.251046,31.7,20258.06,1.074609
miami_0141,miami,141,25.806468,-80.194649,580330.94,2854098.73,581130.94,2854898.73,EPSG:32617,1164,394,394,3,390,0.9898,2.591237,0.723098,2.436107,0.679809,0.699265,1020,390,158,100,0.233333,0.405128,0.25641,38.55,19661.63,1.033244
bengaluru_0894,bengaluru,894,13.055054,77.656841,787741.21,1444333.77,788541.21,1445133.77,EPSG:32643,504,198,198,6,189,0.9545,2.634408,0.735146,2.606599,0.727385,0.677329,422,189,96,68,0.042328,0.507937,0.359788,57.71,12176.17,1.020665
thessaloniki_0070,thessaloniki,70,40.77904,22.583054,633183.42,4515034.41,633983.42,4515834.41,EPSG:32634,290,72,72,1,72,1.0,2.67693,0.747012,2.694024,0.751782,0.654969,226,72,35,4,0.333333,0.486111,0.055556,88.81,10035.46,1.01763
tehran_0347,tehran,347,35.658845,51.341159,530479.81,3945764.0,531279.81,3946564.0,EPSG:32639,590,221,221,3,219,0.991,2.536554,0.707839,2.226615,0.621349,0.725942,540,219,119,63,0.105023,0.543379,0.287671,51.98,14035.5,1.03131
cologne_0296,cologne,296,51.012081,6.952082,355942.11,5652764.25,356742.11,5653564.25,EPSG:32632,168,55,55,2,54,0.9818,2.504949,0.699019,2.287637,0.638377,0.740795,132,54,30,15,0.092593,0.555556,0.277778,48.49,3297.06,1.058406
sapporo_0444,sapporo,444,43.153263,141.378737,530393.42,4777504.24,531193.42,4778304.24,EPSG:32654,928,272,272,3,270,0.9926,2.488839,0.694524,2.568942,0.716877,0.748207,798,270,173,18,0.192593,0.640741,0.066667,54.78,21966.91,1.048561
adelaide_1331,adelaide,1331,-34.887986,138.67786,287392.29,6136518.26,288192.29,6137318.26,EPSG:32754,696,208,208,2,207,0.9952,2.566084,0.716079,2.528374,0.705556,0.71169,612,207,108,24,0.275362,0.521739,0.115942,49.64,15189.22,1.028756
phoenix_0586,phoenix,586,33.596479,-112.127553,394980.48,3717585.52,395780.48,3718385.52,EPSG:32612,374,103,103,5,99,0.9612,2.553535,0.712578,2.552199,0.712205,0.71779,256,99,54,14,0.090909,0.545455,0.141414,85.48,10941.72,1.033299
quito_1035,quito,1035,-0.085956,-78.416925,787129.29,9990089.57,787929.29,9990889.57,EPSG:32717,450,174,174,8,151,0.8678,2.641223,0.737047,2.640244,0.736774,0.673796,328,151,67,61,0.066225,0.443709,0.403974,54.9,9004.42,1.033472
denver_0139,denver,139,39.706995,-105.002592,499377.82,4394837.36,500177.82,4395637.36,EPSG:32613,554,179,179,2,178,0.9944,2.570405,0.717285,2.329275,0.649997,0.709574,488,178,109,28,0.146067,0.61236,0.157303,57.76,14208.61,1.048091
chandigarh_0043,chandigarh,43,30.723221,76.751917,667342.34,3399838.99,668142.34,3400638.99,EPSG:32643,412,133,133,2,110,0.8271,2.599634,0.725442,2.506046,0.699325,0.695059,270,110,57,23,0.072727,0.518182,0.209091,69.31,9356.97,1.04004
brasilia_1535,brasilia,1535,-15.862804,-47.862644,193003.82,8243745.62,193803.82,8244545.62,EPSG:32723,156,52,52,3,50,0.9615,2.619603,0.731014,2.223013,0.620344,0.684939,114,50,25,13,0.04,0.5,0.26,99.11,6045.59,1.059545
seattle_0179,seattle,179,47.508718,-122.336595,549554.92,5261511.91,550354.92,5262311.91,EPSG:32610,430,136,136,6,130,0.9559,2.494926,0.696222,2.307631,0.643957,0.745419,340,130,63,25,0.153846,0.484615,0.192308,64.61,11242.87,1.021627
lasvegas_0973,lasvegas,973,36.093574,-115.075296,672873.93,3995642.16,673673.93,3996442.16,EPSG:32611,256,85,85,2,82,0.9647,2.681721,0.748348,2.518805,0.702886,0.652403,194,82,41,17,0.036585,0.5,0.207317,69.64,6754.65,1.147722
houston_0413,houston,413,29.688126,-95.450604,262472.3,3286340.6,263272.3,3287140.6,EPSG:32615,406,128,128,5,106,0.8281,2.524126,0.704371,2.557978,0.713817,0.731832,304,106,68,15,0.169811,0.641509,0.141509,56.61,8604.01,1.0888
bucharest_0050,bucharest,50,44.427311,26.022668,421807.74,4919399.54,422607.74,4920199.54,EPSG:32635,636,209,209,5,204,0.9761,2.58969,0.722667,2.670975,0.74535,0.700037,530,204,119,40,0.053922,0.583333,0.196078,52.79,13988.67,1.061022
kyoto_0484,kyoto,484,35.014067,135.783585,571091.91,3874483.52,571891.91,3875283.52,EPSG:32653,1974,658,658,7,650,0.9878,2.546183,0.710526,2.571388,0.71756,0.721334,1836,650,389,103,0.190769,0.598462,0.158462,28.97,26653.84,1.05755
cairo_1474,cairo,1474,30.128355,31.639477,368543.78,3333389.41,369343.78,3334189.41,EPSG:32636,716,224,224,3,222,0.9911,2.690024,0.750665,2.683956,0.748972,0.647932,598,222,162,20,0.027027,0.72973,0.09009,48.42,14476.97,1.026555
sapporo_0703,sapporo,703,43.052043,141.476346,538393.42,4766304.24,539193.42,4767104.24,EPSG:32654,610,183,183,7,171,0.9344,2.624632,0.732417,2.749464,0.767252,0.682365,486,171,116,18,0.134503,0.678363,0.105263,61.02,14827.68,1.107182
cairo_0726,cairo,726,30.089657,31.407587,346143.78,3329389.41,346943.78,3330189.41,EPSG:32636,126,34,34,1,34,1.0,2.508837,0.700104,2.301553,0.642261,0.73899,96,34,21,3,0.088235,0.617647,0.088235,96.62,4637.89,1.044749
toronto_0602,toronto,602,43.745321,-79.295773,636818.93,4844598.1,637618.93,4845398.1,EPSG:32617,708,271,271,3,265,0.9779,2.655633,0.741068,2.879724,0.803602,0.666262,622,265,80,109,0.230189,0.301887,0.411321,44.1,13802.08,1.084548
hanoi_0933,hanoi,933,21.112758,105.552242,556951.27,2334326.51,557751.27,2335126.51,EPSG:32648,142,47,47,1,47,1.0,2.666258,0.744033,2.802474,0.782045,0.660651,114,47,20,12,0.12766,0.425532,0.255319,72.45,4129.83,1.014436
lasvegas_0364,lasvegas,364,36.21846,-115.223531,659273.93,4009242.16,660073.93,4010042.16,EPSG:32611,574,207,207,7,198,0.9565,2.605555,0.727094,2.766803,0.772091,0.692075,496,198,98,56,0.146465,0.494949,0.282828,53.15,13181.69,1.078521
phoenix_1721,phoenix,1721,33.59793,-111.955134,410980.48,3717585.52,411780.48,3718385.52,EPSG:32612,370,117,117,3,112,0.9573,2.671725,0.745559,2.844989,0.793909,0.657746,322,112,45,21,0.330357,0.401786,0.1875,62.37,10041.31,1.238546
bucharest_0349,bucharest,349,44.406897,26.173715,433807.74,4916999.54,434607.74,4917799.54,EPSG:32635,530,182,182,3,180,0.989,2.5584,0.713935,2.643777,0.73776,0.715433,448,180,110,38,0.044444,0.611111,0.211111,55.1,12451.74,1.057005
houston_0687,houston,687,29.62426,-95.391237,268072.3,3279140.6,268872.3,3279940.6,EPSG:32615,638,217,217,2,216,0.9954,2.611996,0.728891,2.870156,0.800932,0.688814,570,216,104,52,0.194444,0.481481,0.240741,43.28,12421.05,1.034742
orlando_1142,orlando,1142,28.594682,-81.248787,475274.2,3162706.54,476074.2,3163506.54,EPSG:32617,152,50,50,5,46,0.92,2.647717,0.738859,2.531922,0.706546,0.670411,112,46,17,13,0.173913,0.369565,0.282609,121.94,6828.73,1.406181
minneapolis_0108,minneapolis,108,45.038403,-93.38316,469421.29,4986887.85,470221.29,4987687.85,EPSG:32615,654,200,200,3,198,0.99,2.475224,0.690724,2.312489,0.645312,0.754387,588,198,121,18,0.217172,0.611111,0.090909,49.76,14728.16,1.061719
minneapolis_0548,minneapolis,548,44.9812,-93.230574,481421.29,4980487.85,482221.29,4981287.85,EPSG:32615,1044,353,353,8,332,0.9405,2.553198,0.712483,2.505053,0.699048,0.717953,862,332,130,98,0.25,0.391566,0.295181,37.49,16159.35,1.039731
buenosaires_0283,buenosaires,283,-34.644617,-58.396694,371596.27,6165079.36,372396.27,6165879.36,EPSG:32721,398,118,118,3,104,0.8814,2.612659,0.729076,2.513391,0.701375,0.688477,304,104,59,9,0.211538,0.567308,0.086538,70.47,10851.68,1.037954
tashkent_0684,tashkent,684,41.334541,69.385972,531896.16,4575567.22,532696.16,4576367.22,EPSG:32642,322,101,101,4,98,0.9703,2.475017,0.690667,2.394698,0.668253,0.754481,238,98,46,22,0.091837,0.469388,0.22449,63.09,7507.49,1.049976
bangkok_0440,bangkok,440,13.740924,100.443091,655628.23,1519140.91,656428.23,1519940.91,EPSG:32647,268,110,110,5,106,0.9636,2.620503,0.731265,2.666965,0.744231,0.684479,224,106,39,51,0.113208,0.367925,0.481132,41.14,4608.07,1.038199
chennai_0044,chennai,44,13.029388,80.166407,409211.76,1440133.9,410011.76,1440933.9,EPSG:32644,262,90,90,10,81,0.9,2.680962,0.748137,2.592329,0.723403,0.65281,196,81,46,18,0.037037,0.567901,0.222222,72.36,7091.0,1.033873
